2019-09-04 16:10:11 UTC,77,0.00,0.00,0.17,2.00,-49.00,77.00,29.00,0.00
2019-09-04 16:12:13 UTC,78,0.00,0.00,0.03,4.00,-47.00,78.00,29.00,0.00,
2019-11-17 00:33:45 UTC,79,0.71,1.69,2.35,2.00,-42.00,70.00,27.00,1.69
2019-11-17 00:35:48 UTC,80,0.59,1.24,1.53,4.00,-42.00,71.00,25.00,1.24
2019-11-17 00:37:45 UTC,81,0.62,1.10,1.13,6.00,-40.00,71.00,25.00,1.10
2019-11-17 00:39:45 UTC,82,0.82,1.28,1.28,8.00,-39.00,72.00,25.00,1.28
2019-11-17 00:41:45 UTC,83,0.71,1.19,1.19,10.00,-42.00,73.00,24.00,1.19
2019-11-17 00:43:45 UTC,84,0.60,0.99,0.99,12.00,-44.00,73.00,24.00,0.99
2019-11-17 00:50:30 UTC,85,1.10,1.92,1.94,2.00,-68.00,69.00,20.00,1.92
